graph,n,m,s,p1n,p1m,p1s,p2n,p2m,p2s,p3n,p3m,p3s,p4n,p4m,p4s,p5n,p5m,p5s,p6n,p6m,p6s,p7n,p7m,p7s,p8n,p8m,p8s,p9n,p9m,p9s,p10n,p10m,p10s,p11n,p11m,p11s,p12n,p12m,p12s,p13n,p13m,p13s,p14n,p14m,p14s,p15n,p15m,p15s,p16n,p16m,p16s,p17n,p17m,p17s,p18n,p18m,p18s,p19n,p19m,p19s,p20n,p20m,p20s,ph1n,ph1m,ph1s,ph2n,ph2m,ph2s,ph3n,ph3m,ph3s,ph4n,ph4m,ph4s,ph5n,ph5m,ph5s,ph6n,ph6m,ph6s,ph7n,ph7m,ph7s,ph8n,ph8m,ph8s,ph9n,ph9m,ph9s,ph10n,ph10m,ph10s,ph11n,ph11m,ph11s,ph12n,ph12m,ph12s,ph13n,ph13m,ph13s,ph14n,ph14m,ph14s,ph15n,ph15m,ph15s,ph16n,ph16m,ph16s,ph17n,ph17m,ph17s,ph18n,ph18m,ph18s,ph19n,ph19m,ph19s,ph20n,ph20m,ph20s,ph21n,ph21m,ph21s,ph22n,ph22m,ph22s,ph23n,ph23m,ph23s,ph24n,ph24m,ph24s,ph25n,ph25m,ph25s,ph26n,ph26m,ph26s,ph27n,ph27m,ph27s,ph28n,ph28m,ph28s,ph29n,ph29m,ph29s,ph30n,ph30m,ph30s,ph31n,ph31m,ph31s,ph32n,ph32m,ph32s,ph33n,ph33m,ph33s,ph34n,ph34m,ph34s,ph35n,ph35m,ph35s,ph36n,ph36m,ph36s,ph37n,ph37m,ph37s,ph38n,ph38m,ph38s,ph39n,ph39m,ph39s,ph40n,ph40m,ph40s,a1n,a1m,a1s,a2n,a2m,a2s,a3n,a3m,a3s,a4n,a4m,a4s,ahF1n,ahF1m,ahF1s,ahF2n,ahF2m,ahF2s,ahF3n,ahF3m,ahF3s,ahF4n,ahF4m,ahF4s,ahF5n,ahF5m,ahF5s,ahF6n,ahF6m,ahF6s,ahF7n,ahF7m,ahF7s,ahF8n,ahF8m,ahF8s,ahF9n,ahF9m,ahF9s,ahF10n,ahF10m,ahF10s,ahF11n,ahF11m,ahF11s,ahF12n,ahF12m,ahF12s,ahF13n,ahF13m,ahF13s,ahF14n,ahF14m,ahF14s,ahF15n,ahF15m,ahF15s,ahF16n,ahF16m,ahF16s,ahF17n,ahF17m,ahF17s,ahF18n,ahF18m,ahF18s,ahF19n,ahF19m,ahF19s,ahF20n,ahF20m,ahF20s,ahFlower1n,ahFlower1m,ahFlower1s,ahFlower2n,ahFlower2m,ahFlower2s,ahFlower3n,ahFlower3m,ahFlower3s,ahFlower4n,ahFlower4m,ahFlower4s,ahFlower5n,ahFlower5m,ahFlower5s,ahFlower6n,ahFlower6m,ahFlower6s,ahFlower7n,ahFlower7m,ahFlower7s,ahFlower8n,ahFlower8m,ahFlower8s,ahFlower9n,ahFlower9m,ahFlower9s,ahFlower10n,ahFlower10m,ahFlower10s,ahFlower11n,ahFlower11m,ahFlower11s,ahFlower12n,ahFlower12m,ahFlower12s,ahFlower13n,ahFlower13m,ahFlower13s,ahFlower14n,ahFlower14m,ahFlower14s,ahFlower15n,ahFlower15m,ahFlower15s,ahFlower16n,ahFlower16m,ahFlower16s,ahFlower17n,ahFlower17m,ahFlower17s,ahFlower18n,ahFlower18m,ahFlower18s,ahFlower19n,ahFlower19m,ahFlower19s,ahFlower20n,ahFlower20m,ahFlower20s,ahEdge1n,ahEdge1m,ahEdge1s,ahEdge2n,ahEdge2m,ahEdge2s,ahEdge3n,ahEdge3m,ahEdge3s,ahEdge4n,ahEdge4m,ahEdge4s,ahEdge5n,ahEdge5m,ahEdge5s,ahEdge6n,ahEdge6m,ahEdge6s,ahEdge7n,ahEdge7m,ahEdge7s,ahEdge8n,ahEdge8m,ahEdge8s,ahEdge9n,ahEdge9m,ahEdge9s,ahEdge10n,ahEdge10m,ahEdge10s,ahEdge11n,ahEdge11m,ahEdge11s,ahEdge12n,ahEdge12m,ahEdge12s,ahEdge13n,ahEdge13m,ahEdge13s,ahEdge14n,ahEdge14m,ahEdge14s,ahEdge15n,ahEdge15m,ahEdge15s,ahEdge16n,ahEdge16m,ahEdge16s,ahEdge17n,ahEdge17m,ahEdge17s,ahEdge18n,ahEdge18m,ahEdge18s,ahEdge19n,ahEdge19m,ahEdge19s,ahEdge20n,ahEdge20m,ahEdge20s,ahDiameter1n,ahDiameter1m,ahDiameter1s,ahDiameter2n,ahDiameter2m,ahDiameter2s,ahDiameter3n,ahDiameter3m,ahDiameter3s,ahDiameter4n,ahDiameter4m,ahDiameter4s,ahDiameter5n,ahDiameter5m,ahDiameter5s,ahDiameter6n,ahDiameter6m,ahDiameter6s,ahDiameter7n,ahDiameter7m,ahDiameter7s,ahDiameter8n,ahDiameter8m,ahDiameter8s,ahDiameter9n,ahDiameter9m,ahDiameter9s,ahDiameter10n,ahDiameter10m,ahDiameter10s,ahDiameter11n,ahDiameter11m,ahDiameter11s,ahDiameter12n,ahDiameter12m,ahDiameter12s,ahDiameter13n,ahDiameter13m,ahDiameter13s,ahDiameter14n,ahDiameter14m,ahDiameter14s,ahDiameter15n,ahDiameter15m,ahDiameter15s,ahDiameter16n,ahDiameter16m,ahDiameter16s,ahDiameter17n,ahDiameter17m,ahDiameter17s,ahDiameter18n,ahDiameter18m,ahDiameter18s,ahDiameter19n,ahDiameter19m,ahDiameter19s,ahDiameter20n,ahDiameter20m,ahDiameter20s,t1n,t1m,t1s,t2n,t2m,t2s,t3n,t3m,t3s,t4n,t4m,t4s,t5n,t5m,t5s,t6n,t6m,t6s,t7n,t7m,t7s,t8n,t8m,t8s,t9n,t9m,t9s,t10n,t10m,t10s,alln,allm,alls,kerneln,kernelm,kernels,combin,combim,combis
55,4969,12498,0,4351,11880,0,4351,11880,0,4351,11880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,11880,0,4351,11880,0,4351,11880,0,4351,11880,0,4351,11880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,11880,0,,,,,,,,,,4351,11880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,11880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,11880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,11880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351,11880,0,4347,11880,0,4347,11880,0
56,65,125,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,120,0,60,120,0,60,120,0,60,120,0,,,,,,,,,,,,,,,,,,,60,120,0,54,122,0,50,104,2
57,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,168,0,112,168,0,112,168,0,,,,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,,,,,,,,,,,,,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,,,,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,,,,,,,,,,,,,,,,,,,,,,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,112,168,0,,,,,,,,,,,,,,,,,,,,,,,,,112,168,0,112,168,0,112,168,0
58,10790,22469,0,1881,5755,70,429,1284,187,392,1136,193,392,1136,193,392,1136,193,392,1136,193,392,1136,193,392,1136,193,392,1136,193,392,1136,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,5755,70,494,1540,175,479,1409,180,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,451,1361,184,,,,,,,,,,1881,5755,70,,,,,,,,,,1881,5755,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,5755,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,5755,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,5755,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,1136,193,155,477,233,147,446,234
59,10859,22747,0,1868,5824,71,296,848,207,249,695,222,249,695,222,249,695,222,249,695,222,249,695,222,249,695,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,5824,71,466,1478,179,457,1457,182,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,389,1165,191,,,,,,,,,,,,,,,,,,,,,,,,,1868,5824,71,,,,,,,,,,1868,5824,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,5824,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,5824,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,5824,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,695,222,154,463,232,100,298,252
60,10886,22493,0,1750,5191,75,372,1043,179,344,957,187,320,895,195,320,895,195,320,895,195,320,895,195,320,895,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,5191,75,385,1083,175,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,371,1034,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,5191,75,,,,,,,,,,1750,5191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,5191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,5191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,5191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,895,195,125,362,229,96,251,241
61,11011,22677,0,1919,5807,62,290,768,203,240,594,216,235,575,217,235,575,217,235,575,217,235,575,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,5807,62,531,1642,155,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,489,1481,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,5807,62,,,,,,,,,,1919,5807,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,5807,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,5807,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,5807,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,575,217,161,450,230,161,450,230
62,11051,22724,0,1741,5393,73,414,1154,176,341,914,192,336,900,193,336,900,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,5393,73,441,1258,172,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,363,989,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,5393,73,,,,,,,,,,1741,5393,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,5393,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,5393,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,5393,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,900,193,157,439,229,155,428,230
63,11174,23409,0,1157,4074,93,501,1635,169,427,1357,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157,4074,93,581,1908,154,556,1811,160,556,1811,160,556,1811,160,556,1811,160,556,1811,160,556,1811,160,556,1811,160,556,1811,160,556,1811,160,556,1811,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,5818,61,,,,,,,,,,1858,5818,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,5818,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,5818,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,5818,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,1213,191,208,617,224,208,617,224
64,6474,12572,0,1085,2847,67,227,647,152,204,579,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,2847,67,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,321,1047,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,2847,67,,,,,,,,,,1085,2847,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,2847,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,2847,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,2847,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,454,164,55,150,187,55,150,187
65,3015,5156,0,396,1029,29,136,386,55,136,386,55,93,224,61,93,224,61,93,224,61,93,224,61,93,224,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,1029,29,135,385,55,135,385,55,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,130,363,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,1029,29,,,,,,,,,,396,1029,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,1029,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,1029,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,1029,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,224,61,64,177,66,63,171,67
66,4450,8258,0,358,1089,65,187,492,102,173,434,103,173,434,103,173,434,103,173,434,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,1089,65,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,268,780,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,1638,51,,,,,,,,,,645,1638,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,1638,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,1638,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,1638,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,434,103,90,246,116,86,224,118
67,292,958,0,292,958,0,276,909,8,264,873,13,262,865,14,262,865,14,262,865,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,958,0,276,909,8,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,268,891,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,958,0,276,909,8,264,873,13,,,,292,958,0,292,958,0,292,958,0,286,937,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,,,,,,,,,,,,,,,,,,,292,958,0,292,958,0,292,958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,292,958,0,,,,,,,,,,,,,,,,,,,292,958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,847,17,204,739,33,200,722,35
68,85,219,0,81,215,0,81,215,0,79,208,1,76,200,2,76,200,2,76,200,2,76,200,2,76,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,215,0,81,215,0,81,215,0,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,78,207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,215,0,81,215,0,79,208,1,,,,81,215,0,81,215,0,79,208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,215,0,81,215,0,79,208,1,81,215,0,79,208,1,79,208,1,79,208,1,79,208,1,81,215,0,79,208,1,79,208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,215,0,81,215,0,79,208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,81,215,0,,,,,,,,,,,,,,,,,,,,,,81,215,0,81,215,0,81,215,0,78,207,1,,,,,,,,,,,,,,,,,,,62,165,7,59,182,5,54,170,7
69,274,669,0,173,561,2,156,515,9,110,365,30,86,287,40,74,228,47,71,213,49,57,156,57,57,156,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,561,2,156,515,9,110,365,30,89,299,39,76,236,46,73,221,48,73,221,48,57,156,57,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,30,77,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,561,2,156,515,9,,,,,,,173,561,2,167,549,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,561,2,173,561,2,173,561,2,173,561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,173,561,2,,,,,,,,,,,,,,,,,,,,,,,,,173,561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,77,68,24,68,69,0,0,80
70,1612,2106,0,402,702,55,292,526,80,245,443,91,220,395,99,220,395,99,220,395,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,702,55,298,545,75,277,504,80,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,267,486,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,702,55,,,,,,,,,,402,702,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,702,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,702,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,702,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,330,109,131,276,116,110,220,123
